file	fac1	fac2	fac3	fac4	fac5
t025942	0	0	0	-1	0
t025943	0	0	0	0	0
t025944	0	0	0	-1	0
t025945	0	0	0	0	0
t025946	0	0	0	0	0
t025947	0	0	0	-1	0
t025948	0	0	1	0	0
t025949	0	0	0	0	0
t025951	0	0	0	0	0
t025952	-1	0	0	0	0
t025953	0	0	-1	0	0
t025954	-1	0	0	0	0
t025955	-1	0	0	0	0
t025956	0	0	0	0	0
t025959	0	0	0	0	0
t025960	-1	0	0	0	0
t025961	-1	0	0	0	0
t025962	0	-3	0	0	0
t025963	0	0	0	-1	0
t025964	0	0	0	0	0
t025966	0	0	0	-1	0
t025967	0	0	0	0	0
t025968	0	0	0	0	0
t025970	-1	0	0	0	0
t025972	-1	0	0	0	0
t025973	0	0	0	0	0
t025974	-1	0	0	0	0
t025975	0	-1	0	0	0
t025976	-1	0	0	0	0
t025977	0	0	0	0	0
t025978	0	0	0	-1	0
t025979	0	0	0	0	0
t025980	0	0	0	0	0
t025981	0	0	0	-1	0
t025983	-1	-1	0	0	0
t025985	-1	0	0	1	0
t025986	0	0	0	0	0
t025987	0	0	0	0	0
t025988	0	0	0	0	0
t025989	0	0	0	0	0
t025990	0	0	0	0	0
t025991	0	0	0	0	0
t025992	0	0	0	0	0
t025993	0	0	0	0	0
t025994	0	0	0	0	0
t025995	0	0	0	0	0
t025996	0	0	0	0	0
t025997	-1	0	0	0	0
t025998	0	0	1	0	0
t025999	0	0	0	0	0
t026000	0	0	0	0	0
t026001	-1	0	0	0	0
t026002	0	0	0	0	0
t026003	0	0	0	0	0
t026004	0	0	0	0	0
t026005	-1	0	0	0	0
t026006	-1	0	0	0	0
t026007	-1	0	0	0	0
t026008	-1	0	0	0	0
t026009	0	0	0	0	0
t026010	0	0	0	0	0
t026011	0	0	0	0	0
t026014	-1	0	0	0	0
t026015	0	0	0	0	0
t026016	-1	0	0	0	0
t026017	0	0	1	0	0
t026019	0	0	0	0	0
t026020	-1	0	0	0	0
t026021	-1	0	0	0	0
t026022	0	0	0	-1	0
t026024	0	0	0	0	0
t026025	0	0	0	0	0
t026028	0	0	0	0	0
t026030	0	0	0	-1	0
t026031	0	0	0	0	0
t026032	0	0	0	0	0
t026034	0	-1	0	0	0
t026035	0	0	0	0	0
t026036	0	0	0	0	0
t026037	0	0	0	0	0
t026038	0	0	0	0	0
t026040	-1	0	0	0	0
t026041	0	0	0	0	0
t026042	0	0	0	0	0
t026043	0	0	0	0	0
t026044	0	0	0	0	0
t026045	-1	0	0	0	0
t026046	0	0	0	0	0
t026047	-1	0	0	0	0
t026048	0	0	0	0	0
t026050	-1	0	0	0	0
t026051	0	0	0	0	0
t026052	0	0	0	0	0
t026053	0	0	0	0	0
t026054	0	0	0	0	0
t026055	0	0	0	0	1
t026056	0	0	0	0	0
t026057	0	0	0	0	0
t026058	0	0	0	0	0
t026059	0	0	0	-2	0
t026060	-1	0	1	0	0
t026061	-1	0	0	0	1
t026062	-1	0	0	0	0
t026064	0	0	0	0	0
t026065	0	0	1	0	0
t026066	-1	0	0	0	0
t026067	0	0	1	0	0
t026068	0	-1	0	0	0
t026069	0	0	0	0	0
t026070	0	0	0	-2	0
t026071	-1	0	0	1	0
t026072	0	0	0	0	0
t026073	0	0	0	0	0
t026074	0	0	0	0	0
t026075	0	-1	0	0	0
t026076	0	0	0	0	0
t026077	0	0	0	0	0
t026078	-2	0	0	0	0
t026079	0	0	0	-1	0
t026080	0	0	0	0	0
t026081	0	0	0	0	0
t026082	0	0	0	-1	0
t026084	-1	0	0	0	0
t026085	-1	0	0	0	0
t026086	0	0	0	0	0
t026087	-1	0	0	0	0
t026088	0	0	0	-1	0
t026089	0	0	-1	-1	0
t026090	0	0	0	0	0
t026091	-1	0	0	0	0
t026092	-1	0	0	0	0
t026093	0	0	0	-1	0
t026094	-1	0	0	0	0
t026095	0	-1	0	0	0
t026096	-1	0	0	-1	0
t026097	-1	0	0	0	0
t026098	0	0	0	0	0
t026099	-1	0	0	0	0
t026100	0	0	0	-1	0
t026101	0	0	0	-1	0
t026102	-1	0	0	-2	0
t026103	-1	0	0	0	0
t026104	0	0	0	-1	0
t026105	0	0	0	0	0
t026106	0	0	0	0	0
t026107	0	0	0	0	0
t026108	-1	0	0	0	0
t026109	0	0	0	0	0
t026110	0	0	0	-1	0
t026111	0	0	0	-1	0
t026112	0	0	0	-1	0
t026113	0	0	0	0	0
t026114	0	-1	0	0	0
t026115	-1	0	0	0	0
t026116	-1	0	0	0	0
t026117	0	0	0	0	0
t026118	-1	0	0	0	0
t026119	0	0	0	-1	0
t026120	0	0	0	-1	0
t026121	0	0	0	0	0
t026122	-1	0	0	0	0
t026123	-1	0	0	0	0
t026124	0	0	1	0	0
t026125	0	-1	0	0	0
t026126	0	0	0	0	0
t026127	-1	0	1	-1	0
t026128	0	0	0	0	0
t026129	0	0	0	0	0
t026130	0	0	0	-1	0
t026132	-1	0	0	0	0
t026133	-1	0	0	0	0
t026134	0	0	-1	0	0
t026135	0	0	0	0	0
t026137	-1	0	0	-1	0
t026138	0	0	0	0	0
t026140	0	0	0	0	0
t026141	-1	0	0	-1	0
t026143	-2	0	0	0	0
t026144	0	0	0	0	0
t026145	0	0	-1	0	0
t026146	0	0	0	0	0
t026147	-2	0	0	-1	0
t026148	-1	0	0	0	0
t026149	0	0	0	0	0
t026150	0	0	0	0	0
t026152	0	0	0	-1	0
t026153	0	0	0	0	0
t026154	0	0	0	0	0
t026155	0	0	0	0	0
t026156	-1	0	0	0	0
t026157	0	0	0	0	0
t026158	-1	0	0	0	0
t026159	-1	0	0	0	0
t026160	0	0	0	0	0
t026161	0	0	0	-2	0
t026162	0	0	0	0	0
t026163	-1	0	0	-1	0
t026164	-1	0	0	0	0
t026166	0	0	0	-1	0
t026167	0	0	0	0	0
t026168	-1	0	0	0	0
t026169	0	0	0	-1	0
t026170	0	0	0	-1	0
t026172	0	0	0	0	0
t026173	0	-1	0	0	0
t026174	-1	0	0	0	0
t026175	-1	0	0	0	0
t026176	-1	0	0	0	0
t026177	-1	0	0	0	0
t026178	-1	0	0	0	0
t026179	-1	0	0	0	0
t026180	0	0	0	0	0
t026181	0	0	0	-1	0
t026182	0	0	0	-1	0
t026183	0	0	0	0	0
t026184	-1	0	0	0	0
t026185	0	0	0	0	0
t026186	0	0	0	-1	0
t026187	0	0	0	0	0
t026188	0	0	0	0	0
t026189	0	-1	0	0	0
t026190	0	0	0	0	0
t026191	-1	0	0	0	0
t026192	0	0	0	0	0
t026193	0	0	0	0	0
t026194	0	0	0	-1	0
t026196	-1	0	0	-1	0
t026197	0	0	0	1	0
t026199	0	0	0	0	0
t026200	0	0	0	0	0
t026202	-1	0	0	0	0
t026203	-1	0	0	0	0
t026205	0	0	0	-1	0
t026206	0	0	0	0	0
t026208	0	0	0	0	0
t026209	0	0	0	-1	0
t026210	-1	0	0	0	0
t026211	-2	0	0	0	0
t026212	0	0	0	0	0
t026213	-1	0	0	0	0
t026214	0	0	0	0	0
t026215	0	0	0	0	0
t026216	0	0	1	-1	0
t026217	0	0	0	0	0
t026218	-1	0	1	0	0
t026219	-1	0	0	0	0
t026220	0	0	0	0	0
t026221	0	0	1	0	0
t026222	-1	0	0	0	0
t026223	0	0	0	0	0
t026224	0	0	0	0	0
t026226	0	0	0	0	0
t026227	0	0	0	-1	0
t026228	0	0	0	-1	0
t026229	-1	0	0	0	0
t026230	0	0	0	-1	0
t026231	-1	-1	0	0	0
t026232	0	0	0	0	0
t026233	-1	0	0	0	0
t026234	-1	0	0	-2	0
t026235	0	0	0	0	0
t026236	0	0	0	0	0
t026237	0	0	0	0	0
t026238	0	0	0	-1	0
t026239	0	0	0	0	0
t026240	0	0	0	0	0
t026243	0	0	0	0	0
t026244	0	0	0	0	0
t026245	0	0	0	0	0
t026246	0	0	0	0	0
t026247	-1	0	0	0	0
t026248	0	0	0	0	0
t026249	0	0	0	0	0
t026250	0	0	0	0	0
t026251	0	0	0	0	0
t026252	0	0	0	0	0
t026253	0	0	0	0	0
t026254	0	0	0	0	0
t026255	0	0	0	-1	0
t026256	0	0	0	0	0
t026257	-1	0	0	0	0
t026258	-1	0	0	0	0
t026259	0	0	0	0	0
t026260	0	0	0	0	0
t026261	0	0	0	0	0
t026262	0	0	0	0	0
t026263	-1	0	0	0	0
t026264	0	0	0	1	0
t026265	0	0	0	0	0
t026266	0	0	0	0	0
t026267	-1	0	0	0	0
t026268	0	0	0	0	0
t026269	0	0	0	0	0
t026270	0	0	0	1	0
t026271	0	0	0	0	0
t026274	-1	0	0	0	0
t026275	-1	0	0	0	0
t026276	-1	0	0	0	0
t026277	0	0	0	0	0
t026278	0	0	0	0	0
t026279	0	0	0	0	0
t026280	0	0	0	0	0
t026281	0	0	1	0	0
t026282	0	0	0	0	0
t026286	0	0	0	-1	0
t026287	-2	0	0	0	0
t026288	0	0	0	0	0
t026289	0	0	0	0	0
t026290	0	-1	0	-1	0
t026291	0	0	0	0	0
t026292	0	0	0	0	0
t026293	-1	0	0	-1	0
t026294	0	0	0	0	0
t026295	0	0	0	-1	0
t026297	0	1	0	0	0
t026298	0	0	0	0	0
t026299	-1	0	0	0	0
t026300	0	-1	0	0	0
t026301	0	0	0	0	0
t026302	0	0	0	0	0
t026303	-1	0	0	0	0
t026304	0	0	0	0	0
t026305	0	-1	0	0	0
t026306	0	0	0	0	0
t026307	0	0	0	0	0
t026308	0	0	0	0	0
t026309	0	0	0	0	0
t026310	0	0	0	0	0
t026311	0	0	0	0	0
t026313	0	0	0	1	0
t026314	0	0	0	0	0
t026315	0	0	0	0	0
t026317	0	0	0	0	0
t026318	0	-1	0	1	0
t026319	0	0	0	0	0
t026320	0	0	0	-2	0
t026323	0	0	1	0	0
t026324	-2	0	0	0	0
t026325	-1	0	3	0	0
t026326	-2	0	0	0	0
t026327	0	0	0	0	0
t026328	0	0	0	0	0
t026329	0	0	0	0	0
t026330	0	0	0	0	0
t026332	0	0	0	0	0
t026333	0	0	0	-1	0
t026334	0	0	0	0	0
t026335	0	0	0	0	0
t026336	0	0	0	0	0
t026337	0	0	0	0	0
t026338	0	-1	0	-1	0
t026339	0	0	0	-1	0
t026340	0	0	0	0	0
t026341	0	1	0	0	0
t026342	0	0	1	0	0
t026343	0	0	0	0	0
t026345	0	0	0	0	0
t026346	0	0	0	0	0
t026347	0	0	0	0	0
t026348	0	0	0	0	0
t026349	0	0	0	-1	0
t026351	0	0	0	0	0
t026353	-1	0	0	0	0
t026354	0	-1	0	0	0
t026355	0	0	0	0	0
t026356	0	0	1	-1	0
t026357	-1	0	0	0	0
t026358	-1	0	0	-1	0
t026359	0	0	0	0	0
t026360	0	-1	0	0	0
t026361	0	0	1	0	1
t026362	0	0	0	-1	2
t026363	0	0	0	0	1
t026364	0	0	0	-2	0
t026365	0	-1	0	0	0
t026366	0	0	0	0	0
t026367	0	0	0	0	0
t026368	0	-1	0	0	0
t026369	0	0	0	0	0
t026370	0	0	0	0	0
t026371	0	0	0	0	0
t026372	0	0	0	0	0
t026373	-1	0	0	0	0
t026374	-1	0	0	0	0
t026375	-1	0	1	-1	0
t026377	0	0	0	0	0
t026378	0	-1	0	0	0
t026379	-2	0	0	-1	0
t026381	0	0	0	0	0
t026382	-1	0	0	0	0
t026383	-1	0	0	0	0
t026384	-1	0	0	0	0
t026385	0	0	0	0	0
t026387	0	-1	0	0	0
t026388	0	0	0	0	0
t026389	-1	0	0	0	0
t026390	0	0	0	-1	0
t026391	0	0	0	0	0
t026392	0	0	0	0	0
t026395	-1	0	0	0	0
t026396	-1	0	0	0	0
t026397	0	0	0	0	0
t026398	0	0	0	-1	0
t026399	0	0	0	0	0
t026400	0	0	0	0	0
t026402	0	0	0	0	0
t026403	0	0	0	0	0
t026404	0	0	0	0	0
t026405	0	0	0	0	0
t026406	0	0	0	-1	0
t026407	-1	0	0	0	0
t026408	0	0	0	0	0
t026409	0	0	0	0	0
t026410	0	0	0	0	0
t026411	0	-1	0	0	0
t026412	0	0	0	0	0
t026413	0	0	0	0	0
t026414	0	0	0	2	0
t026415	-1	0	0	0	0
t026416	0	0	0	0	0
t026417	0	0	0	0	0
t026418	0	0	1	0	0
t026419	0	0	0	0	0
t026420	0	0	0	0	0
t026421	-1	0	0	0	0
t026422	0	0	0	0	0
t026424	0	0	0	-1	0
t026425	0	0	0	-1	0
t026426	-1	0	0	0	0
t026428	0	0	0	-1	0
t026429	0	0	0	0	0
t026430	0	0	0	0	0
t026431	0	0	0	0	0
t026432	-1	0	0	0	0
t026433	0	0	0	0	0
t026434	-1	0	0	0	0
t026435	0	0	0	-1	0
t026436	0	0	0	-1	0
t026438	0	0	0	0	0
t026440	0	0	0	0	0
t026442	0	0	0	0	0
t026445	0	0	0	0	0
t026446	0	-1	0	0	0
t026447	-1	0	0	0	0
t026448	-1	0	0	0	0
t026449	0	0	0	0	0
t026450	0	0	0	0	0
t026451	0	0	0	-1	0
t026452	0	0	0	0	0
t026453	0	0	0	0	0
t026455	0	0	0	0	0
t026456	0	0	0	-1	0
t026458	0	0	1	0	0
t026459	0	0	0	-1	0
t026460	0	0	0	0	0
t026461	0	0	0	0	0
t026462	0	0	0	0	0
t026463	0	0	0	0	0
t026464	0	0	0	-1	0
t026465	0	0	0	-1	0
t026467	0	0	0	0	0
t026468	0	0	0	0	0
t026469	0	0	0	0	0
t026471	-2	0	0	-1	0
t026472	-1	0	0	0	0
t026474	-1	0	0	0	0
t026475	-1	0	0	0	0
t026476	0	0	0	-1	0
t026477	0	0	0	0	0
t026478	0	0	0	0	0
t026479	0	0	0	0	0
t026480	0	0	0	0	1
t026481	0	0	0	0	0
t026482	-1	0	0	0	0
t026483	0	0	0	-1	0
t026484	0	0	0	0	0
t026487	-1	0	0	0	0
t026488	0	0	0	0	0
t026489	0	0	0	0	1
t026490	0	0	0	0	0
t026492	0	0	0	0	0
t026493	0	0	0	0	0
t026496	0	0	0	0	0
t026497	-1	0	0	0	0
t026498	0	0	0	0	0
t026501	0	0	0	0	0
t026502	0	0	0	0	0
t026503	-1	0	0	0	0
t026507	0	0	0	0	0
t026510	0	0	0	0	0
t026511	-1	0	0	0	0
t026514	0	0	0	0	0
t026515	-1	0	0	0	-1
t026516	-1	0	0	0	0
t026517	0	0	0	0	0
t026518	-1	0	0	0	0
t026519	0	0	0	-1	0
t026520	0	0	0	-1	0
t026522	0	0	0	0	0
t026523	0	0	0	0	0
t026524	-1	-1	0	0	0
t026527	0	0	0	0	0
t026529	0	0	0	-1	0
t026530	0	0	0	-1	0
t026531	-1	0	0	0	0
t026532	-1	0	0	0	0
t026533	0	0	0	0	0
t026534	-1	0	0	0	0
t026535	0	0	0	-1	0
t026536	-1	0	0	-1	0
t026537	0	0	0	0	0
t026538	0	0	1	0	0
t026539	0	0	0	-1	0
t026541	0	0	0	0	0
t026542	0	0	0	0	0
t026543	-1	0	0	0	0
t026544	0	0	0	0	0
t026545	0	0	0	0	0
t026546	0	0	0	0	0
t026547	0	0	0	-1	0
t026548	0	0	0	-1	0
t026549	-1	0	0	-1	0
t026550	0	0	0	0	0
t026551	0	0	0	0	0
t026552	-1	-1	0	0	0
t026553	0	0	0	0	0
t026554	0	0	0	0	0
t026555	0	0	0	0	0
t026557	0	0	0	0	0
t026558	0	0	0	0	0
t026559	-1	0	0	0	0
t026561	0	0	0	0	0
t026562	0	-1	0	0	0
t026563	0	0	0	0	0
t026564	0	0	0	-1	0
t026565	-1	0	2	0	0
t026566	0	0	0	-1	0
t026567	0	0	0	-1	0
t026568	0	0	0	0	0
t026569	-1	-2	1	-1	0
t026570	0	1	0	-1	0
t026571	0	0	0	0	1
t026572	0	0	0	0	0
t026573	0	0	0	0	1
t026575	0	-1	0	-1	0
t026577	0	0	0	0	0
t026579	-1	0	0	0	0
t026581	0	0	0	0	0
t026582	0	0	0	-1	0
t026583	0	0	0	0	0
t026584	0	0	0	0	0
t026585	0	0	0	0	0
t026586	-1	0	0	-1	0
t026589	-1	0	0	0	0
t026590	0	0	0	0	0
t026591	0	0	0	0	0
t026592	0	0	0	0	0
t026594	0	0	0	0	0
t026595	0	0	0	0	0
t026596	-1	0	0	-1	0
t026597	-1	0	1	-2	0
t026598	0	0	0	0	0
t026601	0	0	0	-1	0
t026602	-1	0	0	0	0
t026603	0	0	0	0	0
t026604	0	0	0	0	0
t026606	0	0	0	0	0
t026608	0	0	0	0	0
t026609	0	0	0	0	0
t026610	0	0	0	0	0
t026611	-1	0	0	-1	0
t026612	0	0	0	0	0
t026614	0	0	0	0	0
t026615	-1	-1	0	-2	0
t026616	0	0	0	0	0
t026617	0	0	0	0	0
t026620	0	0	0	0	0
t026622	0	0	0	0	0
t026625	0	0	0	-1	0
t026626	-1	0	0	0	0
t026627	0	0	0	-2	0
t026629	0	0	0	0	0
t026630	0	0	0	0	0
t026631	0	0	0	-1	0
t026632	-1	0	0	0	0
t026633	0	0	0	0	0
t026634	0	0	0	-1	0
t026635	-1	0	1	0	0
t026636	0	0	0	0	0
t026637	-1	0	0	0	0
t026638	0	0	0	0	0
t026640	0	0	0	0	0
t026641	0	0	0	0	0
t026642	0	0	0	0	0
t026643	0	0	0	-1	0
t026644	0	0	0	0	0
t026645	0	0	0	0	0
t026646	0	0	0	-1	0
t026649	0	0	0	0	0
t026650	-2	0	0	0	0
t026651	0	0	0	0	0
t026654	0	0	0	0	0
t026655	0	0	0	0	0
t026656	0	0	0	0	0
t026657	0	0	0	0	0
t026658	-1	0	0	0	0
t026660	0	0	0	0	0
t026661	0	0	0	0	0
t026664	-2	-1	0	0	0
t026668	0	0	0	0	0
t026673	0	0	0	0	0
t026678	0	0	0	0	0
t026681	0	-1	0	0	0
t026682	-1	-1	0	0	0
t026683	0	0	0	0	0
t026685	0	0	0	-1	0
t026687	0	0	0	-1	0
t026688	0	-1	0	0	0
t026690	0	0	0	0	0
t026691	-2	0	0	0	0
t026693	0	0	0	0	0
t026694	0	0	0	0	0
t026696	0	0	0	0	0
t026697	-1	-2	0	0	0
t026698	0	0	1	0	0
t026699	0	0	0	0	0
t026700	-1	0	0	0	0
t026701	0	0	0	0	0
t026705	0	0	0	0	0
t026707	0	0	0	0	1
t026708	0	0	0	0	0
t026709	0	0	0	0	0
t026710	-1	0	0	0	0
t026713	0	0	0	0	0
t026716	0	0	1	0	0
t026717	0	0	0	0	0
t026718	0	0	0	0	0
t026720	0	0	0	0	-1
t026722	0	0	0	0	0
t026723	0	0	0	0	0
t026724	0	0	0	0	0
t026726	0	0	0	0	0
t026729	0	0	0	0	0
t026731	0	0	0	0	0
t026734	0	0	0	0	0
t026735	0	0	0	1	0
t026737	0	0	0	0	0
t026738	-1	0	0	0	0
t026739	0	0	0	0	0
t026742	0	0	0	0	0
t026743	0	0	0	1	0
t026745	0	0	0	0	0
t026746	0	-1	0	0	0
t026748	0	0	0	-1	0
t026749	0	-1	0	0	0
t026751	0	-1	1	0	0
t026752	0	0	0	0	0
t026753	0	0	0	0	0
t026754	0	-1	0	0	0
t026755	0	0	0	0	0
t026756	0	0	0	0	0
t026759	0	0	0	0	0
t026760	0	0	0	0	0
t026761	0	0	0	0	0
t026762	0	0	0	0	0
t026768	-1	0	0	0	0
t026769	0	0	0	0	0
t026770	0	0	0	0	0
t026771	0	0	0	0	0
t026772	0	0	0	0	0
t026773	0	0	0	0	0
t026774	0	0	0	0	0
t026775	0	0	0	0	0
t026777	0	-2	0	1	0
t026779	-1	0	0	0	0
t026781	0	0	0	0	0
t026783	0	0	0	0	0
t026787	0	0	0	0	0
t026788	0	0	0	1	0
t026791	0	0	0	0	0
t026792	0	0	0	0	0
t026795	0	0	0	0	0
t026797	-1	0	0	0	0
t026805	0	0	0	0	2
t026806	0	0	0	0	0
t026807	-1	0	0	0	0
t026809	0	0	0	0	0
t026810	0	0	0	1	0
t026811	0	0	0	0	0
t026814	0	0	0	0	0
t026815	0	0	0	0	0
t026818	0	0	0	0	0
t026820	0	-1	0	0	0
t026822	0	0	0	0	0
t026823	0	0	0	0	0
t026824	-1	0	0	0	0
t026826	0	0	0	0	0
t026828	0	0	0	1	0
t026830	0	0	0	0	0
t026834	0	0	0	0	0
t026835	0	0	0	0	0
t026837	-1	0	0	0	0
t026838	0	0	0	0	0
t026839	-1	0	0	0	0
t026844	0	0	0	0	0
t026847	-1	-1	0	-1	0
t026849	-1	0	0	0	0
t026850	0	0	0	0	0
t026851	0	0	0	0	0
t026852	0	0	0	0	0
t026853	0	0	0	0	1
t026854	0	0	0	0	0
t026855	0	0	0	-2	0
t026856	0	0	0	0	0
t026858	0	-2	0	0	0
t026859	-1	0	0	0	-1
t026860	-1	0	0	0	0
t026861	0	0	0	0	0
t026863	0	0	0	0	0
t026864	0	-1	0	0	0
t026865	0	0	0	1	0
t026866	0	0	0	0	1
t026869	-1	0	0	0	0
t026870	0	-1	0	0	0
t026871	0	0	0	0	0
t026872	0	-1	0	0	0
t026875	0	0	0	0	1
t026876	0	0	0	0	0
t026878	0	0	0	0	0
t026880	0	0	0	0	0
t026881	0	0	0	-1	0
t026882	0	0	0	0	0
t026883	0	0	0	-1	0
t026884	-1	0	0	0	0
t026885	0	0	0	0	0
t026887	0	0	0	0	0
t026888	0	0	0	0	0
t026889	-1	0	0	0	0
t026890	0	0	0	0	0
t026891	0	0	0	0	0
t026892	-2	0	0	-1	0
t026893	0	0	0	0	0
t026894	0	0	0	0	0
t026896	0	0	0	0	0
t026897	0	0	0	0	0
t026898	0	0	0	0	0
t026899	0	0	0	-1	0
t026900	0	0	0	0	0
t026901	0	0	0	0	0
t026903	0	0	0	1	0
t026904	0	0	0	0	0
t026905	0	0	0	0	0
t026907	0	0	0	0	0
t026909	0	0	0	0	0
t026910	-1	0	0	0	0
t026912	0	-1	0	0	0
t026913	0	-1	0	-1	0
t026914	0	0	0	0	0
t026916	0	0	0	0	0
t026917	0	0	0	0	0
t026923	0	0	0	-1	0
t026924	0	0	0	0	0
t026926	0	-1	0	0	0
t026927	0	0	0	1	0
t026928	0	0	0	1	0
t026929	-1	0	0	0	0
t026931	0	-1	0	0	0
t026932	-2	0	0	0	0
t026933	0	0	0	0	-1
t026934	-2	0	0	0	0
t026937	0	0	0	0	0
t026939	0	-1	0	1	0
t026941	0	0	0	0	0
t026942	0	0	0	0	0
t026944	0	0	0	0	0
t026945	-1	0	0	0	0
t026948	0	0	0	0	0
t026949	0	0	0	1	0
t026950	-1	0	0	0	0
t026951	0	0	0	0	0
t026953	-2	0	0	-1	0
t026954	0	0	0	0	0
t026956	0	0	0	0	0
t026959	0	0	0	0	0
t026960	0	0	0	0	0
t026961	0	0	0	0	0
t026962	0	0	0	0	0
t026963	0	-1	0	0	0
t026964	-1	-1	0	0	0
t026965	0	0	0	0	0
t026967	-1	0	0	0	0
t026968	0	0	0	0	0
t026971	0	0	0	0	0
t026973	0	0	0	0	0
t026974	0	0	0	0	2
t026975	0	0	1	0	0
t026976	0	0	0	0	0
t026977	0	0	0	0	0
t026982	0	0	0	1	0
t026983	0	0	0	0	0
t026984	-1	0	0	0	0
t026986	0	0	0	-1	0
t026987	0	0	0	0	0
t026988	0	0	0	0	0
t026991	0	0	0	-1	0
t026993	-1	0	0	0	0
t026996	0	0	0	0	0
t026997	0	0	0	0	0
t026998	0	0	0	0	0
t027000	0	0	0	0	0
t027001	0	0	0	0	0
t027003	0	0	0	0	0
t027005	0	0	0	0	0
t027006	0	0	0	0	0
t027008	0	0	0	0	0
t027009	0	0	0	0	0
t027010	0	0	0	0	0
t027012	0	0	0	0	0
t027013	0	0	0	0	0
t027014	0	0	0	0	0
t027015	0	0	0	-1	0
t027016	0	0	0	1	0
t027018	0	0	0	0	0
t027019	0	0	0	0	0
t027021	0	0	0	0	0
t027022	0	0	0	1	0
t027026	-1	0	0	0	0
t027027	0	0	0	0	0
t027028	-1	-1	0	0	0
t027029	0	0	0	0	0
t027030	0	0	0	0	0
t027038	0	0	0	0	0
t027042	0	0	0	0	0
t027043	0	0	0	0	0
t027045	0	0	0	0	0
t027052	0	0	0	0	0
t027061	0	0	0	-1	0
t027064	0	-1	0	0	0
t027066	0	0	0	0	0
t027068	0	-1	0	0	0
t027069	0	0	0	0	0
t027070	0	0	0	0	0
t027072	0	0	0	0	0
t027075	0	0	0	0	0
t027077	0	0	0	0	0
t027078	0	1	0	0	0
t027079	0	0	0	1	0
t027084	0	0	0	0	0
t027085	0	0	0	0	0
t027086	0	0	0	1	0
t027087	-1	0	0	0	0
t027091	0	0	0	0	0
t027093	0	0	0	0	0
t027094	-1	0	0	0	0
t027096	0	0	0	0	0
t027104	0	0	0	1	0
t027105	-1	0	0	0	0
t027107	0	0	0	1	0
t027108	0	0	0	0	0
t027109	0	0	0	0	0
t027110	0	0	0	0	0
t027112	0	0	0	0	0
t027115	0	0	0	-1	0
t027117	-1	0	0	-1	0
t027118	0	0	0	0	0
t027119	0	0	0	0	0
t027121	0	0	0	0	0
t027122	0	0	0	0	0
t027125	0	0	0	0	0
t027126	0	0	0	0	0
t027130	0	0	0	0	0
t027131	0	0	0	0	0
t027133	0	0	0	0	0
t027136	0	0	0	0	0
t027141	0	0	0	0	0
t027144	-1	0	0	1	0
t027146	-1	0	0	0	0
t027147	0	-1	0	0	0
t027149	-2	0	0	1	0
t027150	0	0	0	0	0
t027151	0	0	0	0	0
t027152	0	0	0	0	0
t027153	-1	0	0	-1	0
t027158	0	-1	0	0	0
t027159	0	0	0	0	0
t027162	0	0	0	0	0
t027163	0	0	0	0	0
t027164	0	0	0	0	0
t027165	0	0	0	1	0
t027166	0	0	0	0	0
t027169	0	0	0	1	0
t027170	0	0	0	0	0
t027172	0	0	0	0	0
t027174	0	0	0	1	0
t027176	0	0	0	0	0
t027177	0	0	0	0	0
t027178	0	0	0	0	0
t027179	0	0	0	0	0
t027180	0	0	0	0	0
t027182	0	-1	0	0	0
t027184	0	0	0	0	0
t027186	0	0	0	0	0
t027187	0	0	0	0	0
t027189	0	0	0	0	0
t027194	0	0	0	0	0
t027195	0	0	0	0	0
t027196	0	0	0	0	0
t027197	0	0	0	0	0
t027204	0	0	0	0	0
t027205	0	0	0	0	-1
t027206	0	0	0	0	0
t027209	-1	0	0	0	0
t027210	-2	0	0	0	0
t027211	0	0	0	0	0
t027213	0	0	0	0	0
t027214	0	0	0	0	0
t027217	0	0	0	0	0
t027218	0	0	0	-1	0
t027222	-1	0	0	0	0
t027223	0	0	0	0	0
t027225	0	0	0	0	0
t027229	0	0	0	0	0
t027231	0	0	0	0	0
t027232	0	0	0	0	0
t027233	0	-1	0	0	0
t027234	0	0	0	-1	0
t027238	0	0	0	0	0
t027239	0	0	0	0	0
t027240	0	0	0	0	0
t027245	0	0	0	0	0
t027246	-1	0	0	0	0
t027247	0	0	0	0	0
t027249	0	0	0	0	0
t027250	0	0	0	0	0
t027257	0	0	0	0	0
t027260	0	0	0	0	0
t027263	0	0	0	0	0
t027267	0	0	0	0	0
t027269	-1	0	0	-1	0
t027271	0	0	0	0	0
t027275	0	0	0	0	0
t027278	0	0	0	0	0
t027281	0	0	0	0	0
t027282	0	0	0	0	0
t027284	0	0	0	0	0
t027291	0	0	0	0	0
t027294	0	0	0	0	0
t027296	0	0	0	0	0
t027297	0	0	0	0	0
t027298	0	0	0	0	0
t027303	0	0	0	0	0
t027304	-1	0	0	0	0
t027306	0	0	0	0	0
t027307	-1	0	0	0	0
t027309	0	0	0	0	0
t027310	-1	0	0	0	0
t027311	0	0	0	0	0
t027312	0	0	0	0	0
t027313	0	0	0	0	0
t027319	0	0	0	0	0
t027321	-1	0	0	0	0
t027323	0	0	1	0	0
t027324	0	0	0	1	0
t027325	0	0	0	1	0
t027326	0	0	0	0	0
t027327	0	0	0	0	0
t027329	0	0	0	-1	0
t027332	0	0	0	0	0
t027333	0	0	0	0	0
